title,price,negotiations,city,area,price_for_meter,link
Nad Zalewem Zegrzyńskim działki budowlane,147 000 zł,do negocjacji,Stare Załubice,1 058 m²,138.94 zł/m²,https://www.olx.pl/d/oferta/nad-zalewem-zegrzynskim-dzialki-budowlane-CID3-IDUSQ7M.html
Działka zabudowana Puławy Włostowice,700 000 zł,,Puławy,989 m²,707.79 zł/m²,https://www.olx.pl/d/oferta/dzialka-zabudowana-pulawy-wlostowice-CID3-IDY6aQW.html
Działka budowlana,150 000 zł,do negocjacji,Sokołów Podlaski,1 000 m²,150 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDXIhzw.html
Dom wolnostojący a może czworak?,680 000 zł,,Grodzisk Mazowiecki,618 m²,1100.32 zł/m²,https://www.otodom.pl/pl/oferta/dom-wolnostojacy-a-moze-czworak-ID4oKmi.html
Sprzedam działkę budowlaną położoną w miejscowości Gręzówka,135 000 zł,,Gręzówka,1 080 m²,125 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-polozona-w-miejscowosci-grezowka-CID3-IDYjFQN.html
Działka budowlana 6000m tanio bezpośrednio Brochów Sochaczew Konary Ka,270 000 zł,do negocjacji,Konary,1 500 m²,180 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-6000m-tanio-bezposrednio-brochow-sochaczew-konary-ka-CID3-IDS0HkM.html
Dom i działki na sprzedaż,330 000 zł,do negocjacji,Żuków,550 m²,600 zł/m²,https://www.olx.pl/d/oferta/dom-i-dzialki-na-sprzedaz-CID3-IDWsc4V.html
"Działka budowlana Boża Wola, gmina Jabłonna",372 000 zł,do negocjacji,Wólka Górska,1 200 m²,310 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-boza-wola-gmina-jablonna-CID3-IDXrH3M.html
Działka w super lokalizacji,499 000 zł,do negocjacji,Grabina,2 033 m²,245.45 zł/m²,https://www.olx.pl/d/oferta/dzialka-w-super-lokalizacji-CID3-IDVLf1v.html
Działka pod osiedle w Józefinie,1 300 000 zł,do negocjacji,Sulejówek,4 627 m²,280.96 zł/m²,https://www.olx.pl/d/oferta/dzialka-pod-osiedle-w-jozefinie-CID3-IDXQRZe.html
Działka budowlana Teresin,169 000 zł,,Teresin,762 m²,221.78 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-teresin-CID3-IDX1f68.html
działka rolno -budowlana,450 000 zł,,Mrozy,18 274 m²,24.63 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-CID3-IDXL3jv.html
"działka budowlana, Majdan Krasieniński, 2355m2",299 000 zł,,Majdan Krasieniński,2 355 m²,126.96 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-majdan-krasieninski-2355m2-ID4jhtR.html
Sprzedam działkę,165 000 zł,do negocjacji,Żdżary,8 200 m²,20.12 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-CID3-IDXYWaf.html
Działki 26-640 Maków ul. Krótka/Skaryszewska,93 750 zł,,Maków,1 250 m²,75 zł/m²,https://www.olx.pl/d/oferta/dzialki-26-640-makow-ul-krotka-skaryszewska-CID3-IDPHaiD.html
Działka budowlana 1000m2,150 000 zł,,Małęczyn Nowy,3 500 m²,42.86 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1000m2-CID3-IDUROR8.html
Działki budowlane 1305m2 - centrum Wiązowny - Klonowa,522 000 zł,do negocjacji,Wiązowna,1 305 m²,400 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-1305m2-centrum-wiazowny-klonowa-CID3-IDSfCB3.html
Działka Łęg gm.Rzeczyca na sprzedaż,99 000 zł,do negocjacji,Łęg,3 400 m²,29.12 zł/m²,https://www.olx.pl/d/oferta/dzialka-leg-gm-rzeczyca-na-sprzedaz-CID3-IDRRLiy.html
Działka budowlana 1130 m2 w Świdrach,187 000 zł,do negocjacji,Świdry,1 130 m²,165.49 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1130-m2-w-swidrach-CID3-IDTZ8sU.html
"Działka budowlana obok Lasu Łagiewnickiego, BEZ POŚREDNIKA SPRZEDAM",799 000 zł,do negocjacji,"Łódź, Bałuty",1 323 m²,603.93 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-obok-lasu-lagiewnickiego-bez-posrednika-sprzedam-CID3-IDYm0lY.html
"Posiadłość lub teren inwestycyjny 34,4a",399 000 zł,do negocjacji,Góra Puławska,3 441 m²,115.95 zł/m²,https://www.olx.pl/d/oferta/posiadlosc-lub-teren-inwestycyjny-34-4a-CID3-IDXLd6q.html
Działka budowlana z projektem domu,480 000 zł,,Wyględy,937 m²,512.27 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-z-projektem-domu-ID4oPOM.html
Sprzedam działka budowlana koło Radomia,195 000 zł,do negocjacji,Radom,3 644 m²,53.51 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialka-budowlana-kolo-radomia-CID3-IDOXAfn.html
Działka budowlana,166 000 zł,,Korytów,1 110 m²,149.55 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDYqenq.html
Działka - Radom (Godów) ul.Drzymały -pozwolenie na budowę plus projekt,230 516 zł,,Radom,806 m²,286 zł/m²,https://www.olx.pl/d/oferta/dzialka-radom-godow-ul-drzymaly-pozwolenie-na-budowe-plus-projekt-CID3-IDVWkTA.html
Sprzedam działki,55 000 zł,do negocjacji,Golejewo,11 m²,5000 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialki-CID3-IDYpAEq.html
"Działka rolno-budowlana 5600 m2, w Trablicach.",265 000 zł,do negocjacji,Trablice,5 700 m²,46.49 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-5600-m2-w-trablicach-CID3-IDUKrnh.html
Działki 3000m2 Rekreacja Lokata Piękne lasy Woda miejska w działce,82 000 zł,,Puszcza Rządowa,3 000 m²,27.33 zł/m²,https://www.olx.pl/d/oferta/dzialki-3000m2-rekreacja-lokata-piekne-lasy-woda-miejska-w-dzialce-CID3-IDOeCxw.html
Sprzedam rewelacyjną działkę w Janowie -Bełchatów,299 000 zł,do negocjacji,Janów,6 000 m²,49.83 zł/m²,https://www.olx.pl/d/oferta/sprzedam-rewelacyjna-dzialke-w-janowie-belchatow-CID3-IDYqdHn.html
Unikalna działka rolna z możliwością zabudowy – około 1 ha,666 000 zł,do negocjacji,Krze Duże,9 800 m²,67.96 zł/m²,https://www.olx.pl/d/oferta/unikalna-dzialka-rolna-z-mozliwoscia-zabudowy-okolo-1-ha-CID3-IDXYlj6.html
Działka po zabudowę jednor. 2800m2 i rolna 19000m2,1 500 000 zł,,Bukowiec,21 800 m²,68.81 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-po-zabudowe-jednor-2800m2-i-rolna-19000m2-ID4n6qZ.html
Sprzedam działka budowlana Chrośla,230 000 zł,,Chrośla,867 m²,265.28 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialka-budowlana-chrosla-CID3-IDXZB9R.html
"Sprzedam DZIAŁKĘ BUDOWLANĄ pod Warszawą, w samym CENTRUM Żabiej Woli",319 000 zł,,Żabia Wola,1 000 m²,319 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-pod-warszawa-w-samym-centrum-zabiej-woli-CID3-IDYgN3j.html
Piękna działka w świetnej lokalizacji Nowe Iganie,349 000 zł,,Nowe Iganie,790 m²,441.77 zł/m²,https://www.otodom.pl/pl/oferta/piekna-dzialka-w-swietnej-lokalizacji-nowe-iganie-ID4oAxw.html
Działka budowlana Bełchatów ul. Nowa - Bezpośrednio,135 000 zł,,Bełchatów,932 m²,144.85 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-belchatow-ul-nowa-bezposrednio-CID3-IDYq7cp.html
Sprzedam działki-1000m2,55 000 zł,,Zwierzyniec,1 000 m²,55 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialki-1000m2-CID3-IDYq6ML.html
Sprzedam działkę,165 000 zł,do negocjacji,Pabianice,1 095 m²,150.68 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-CID3-IDYq70B.html
"Żabieniec, działka 1175 m2 na dom",415 000 zł,do negocjacji,Siedliska,1 175 m²,353.19 zł/m²,https://www.olx.pl/d/oferta/zabieniec-dzialka-1175-m2-na-dom-CID3-IDYq2j4.html
Dom do remontu 64 m2 z działką 1096m2 Łódź Andrzejów,480 000 zł,do negocjacji,"Łódź, Widzew",1 096 m²,437.96 zł/m²,https://www.olx.pl/d/oferta/dom-do-remontu-64-m2-z-dzialka-1096m2-lodz-andrzejow-CID3-IDYpVgE.html
Działka budowlana 1677 m2 obok Tłuszcza,110 000 zł,,Tłuszcz,1 677 m²,65.59 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-1677-m2-obok-tluszcza-ID4nqof.html
Sprzedam działkę budowlaną,650 000 zł,do negocjacji,Jastrzębnik,2 000 m²,325 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-CID3-IDYq29N.html
Atrakcyjna działka,145 000 zł,do negocjacji,Leszczyny Duże,"83,38 m²",1739.03 zł/m²,https://www.olx.pl/d/oferta/atrakcyjna-dzialka-CID3-IDYq16G.html
Działka budowlana Ustanów 1191m2,273 930 zł,,Ustanów,1 191 m²,230 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-ustanow-1191m2-CID3-IDYpRqW.html
Działka budowlana Zaborówek,280 000 zł,do negocjacji,Zaborówek,953 m²,293.81 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-zaborowek-CID3-IDPfMbd.html
Działka k.Wołomina 10minut do Warszawy,375 000 zł,do negocjacji,Wołomin,1 157 m²,324.11 zł/m²,https://www.olx.pl/d/oferta/dzialka-k-wolomina-10minut-do-warszawy-CID3-IDXnvvP.html
Działka budowlana Mława prestiżowa okolica,225 000 zł,do negocjacji,Mława,841 m²,267.54 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-mlawa-prestizowa-okolica-CID3-IDXCNUt.html
"Spełnienie marzeń! Jezioro, las i drzewa na działce!",130 000 zł,,Huta,1 992 m²,65.26 zł/m²,https://www.olx.pl/d/oferta/spelnienie-marzen-jezioro-las-i-drzewa-na-dzialce-CID3-IDWyrlk.html
Działka budowlana mieszkaniowo-uslugowa Piotrkowice gm. Żabia Wola,325 650 zł,do negocjacji,Piotrkowice,2 171 m²,150 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-mieszkaniowo-uslugowa-piotrkowice-gm-zabia-wola-CID3-IDXqD0u.html
Sprzedam działkę budowlaną Borzęcin Duży,723 240 zł,,Borzęcin Duży,1 722 m²,420 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-borzecin-duzy-CID3-IDYd93e.html
"Sprzedam działkę 1200m2, gmina Kadzidło",145 000 zł,do negocjacji,Ostrołęka,1 200 m²,120.83 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-1200m2-gmina-kadzidlo-CID3-IDVAyjd.html
Działka na sprzedaż,110 000 zł,do negocjacji,Luboszewy,1 300 m²,84.62 zł/m²,https://www.olx.pl/d/oferta/dzialka-na-sprzedaz-CID3-IDXOP4H.html
Działka budowlana Będzelin / Koluszki,85 000 zł,do negocjacji,Koluszki,1 200 m²,70.83 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-bedzelin-koluszki-CID3-IDP6IEC.html
Marysin działka uzbrojona 1000 m2 MPZP media,550 000 zł,,Marysin,1 000 m²,550 zł/m²,https://www.olx.pl/d/oferta/marysin-dzialka-uzbrojona-1000-m2-mpzp-media-CID3-IDTLG2x.html
Udziały 4/7 części Wolica Gm. Nadarzyn blisko hali EXPO PTAK,510 000 zł,do negocjacji,Wolica,25 000 m²,20.4 zł/m²,https://www.olx.pl/d/oferta/udzialy-4-7-czesci-wolica-gm-nadarzyn-blisko-hali-expo-ptak-CID3-IDXp0U8.html
Działka Swoboda k. Białej,470 000 zł,do negocjacji,Swoboda,3 300 m²,142.42 zł/m²,https://www.olx.pl/d/oferta/dzialka-swoboda-k-bialej-CID3-IDXYs36.html
Działka z pozwoleniami na kurniki,690 000 zł,do negocjacji,Gozdowo,21 600 m²,31.94 zł/m²,https://www.olx.pl/d/oferta/dzialka-z-pozwoleniami-na-kurniki-CID3-IDNyT6j.html
OKAZJA!! bezp. 3356m2 działka inwest-budowl TANIO!,159 000 zł,,Nowy Dwór Mazowiecki,3 356 m²,47.38 zł/m²,https://www.otodom.pl/pl/oferta/okazja-bezp-3356m2-dzialka-inwest-budowl-tanio-ID4emgk.html
Działka budowlana(zagrodowa) 3300 m2,85 000 zł,do negocjacji,Abramów,3 300 m²,25.76 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlanazagrodowa-3300-m2-CID3-IDLbAPR.html
Dzialka budowlana 900m2 Konie Powiat Grójecki gm.Pniewy MPZP Media,115 000 zł,do negocjacji,Konie,900 m²,127.78 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-900m2-konie-powiat-grojecki-gm-pniewy-mpzp-media-CID3-IDYn4FY.html
Sprzedam działki budowlane w Kutnie,370 000 zł,do negocjacji,Kutno,1 474 m²,251.02 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialki-budowlane-w-kutnie-CID3-IDV7HCI.html
Sprzedam działkę z MPZP!!!,1 186 220 zł,,Falenty Nowe,3 384 m²,350.54 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-z-mpzp-ID4oPIB.html
Sprzedam działkę w kształcie kwadratu !!!,993 870 zł,,"Warszawa, Ursynów",1 227 m²,810 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-w-ksztalcie-kwadratu-ID4oPIg.html
"działka Jedlanka i Nowe Zawady, gmina Jedlińsk",99 000 zł,,Jedlanka,1 500 m²,66 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-jedlanka-i-nowe-zawady-gmina-jedlinsk-ID4hx2l.html
Sprzedam działkę rolno budowlana zalew Domaniów,52 000 zł,do negocjacji,Jadwiniów,1 300 m²,40 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-rolno-budowlana-zalew-domaniow-CID3-IDVN6lx.html
Działka 1677m przy wąwozie Rzeczyca Kolonia Kazimi,170 000 zł,,Kazimierz Dolny,1 677 m²,101.37 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-1677m-przy-wawozie-rzeczyca-kolonia-kazimi-ID4oPH7.html
Działka budowlana na willowym osiedlu na Gołąbkach,1 080 000 zł,,"Warszawa, Ursus",600 m²,1800 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-na-willowym-osiedlu-na-golabkach-ID4oPGM.html
Działka budowlana uzbrojona Siomki,143 000 zł,,Siomki,1 300 m²,110 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-uzbrojona-siomki-CID3-IDIlprc.html
Działka budowlana nr3 na sprzedaż.,162 000 zł,,Kozienice,1 070 m²,151.4 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-nr3-na-sprzedaz-CID3-IDVDIeB.html
Działka Wośniki Radom,228 690 zł,,Radom,847 m²,270 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-wosniki-radom-ID4oPFj.html
"Działka budowlana 1000 m2, Stara Wieś gm. Nadarzyn",299 000 zł,,Stara Wieś,1 000 m²,299 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-1000-m2-stara-wies-gm-nadarzyn-ID4iG21.html
Działka budowlana (wydane warunki zabudowy),162 000 zł,,Zalesie,2 160 m²,75 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-wydane-warunki-zabudowy-CID3-IDPbniP.html
Gospodarstwo rolne/grunty rolne,1 790 136 zł,do negocjacji,Gozdy,298 356 m²,6 zł/m²,https://www.olx.pl/d/oferta/gospodarstwo-rolne-grunty-rolne-CID3-IDX87wL.html
Działka budowlana Mańkowo k. Płocka przy drodze głównej,185 000 zł,do negocjacji,Mańkowo,1 828 m²,101.2 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-mankowo-k-plocka-przy-drodze-glownej-CID3-IDVLyXp.html
Działka na sprzedaż z budynkami,680 000 zł,,Biejków,5 800 m²,117.24 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-na-sprzedaz-z-budynkami-ID4nEsl.html
Działka budowlana blisko jeziora,96 000 zł,do negocjacji,Gąbin,1 048 m²,91.6 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-blisko-jeziora-CID3-IDP0dqX.html
7km Teresin na W-We // Pkp 20min //,127 000 zł,,Teresin,1 844 m²,68.87 zł/m²,https://www.otodom.pl/pl/oferta/7km-teresin-na-w-we-pkp-20min-ID4oPiD.html
15km Pkp // Super Okolica //,93 000 zł,,Sochaczew,1 224 m²,75.98 zł/m²,https://www.otodom.pl/pl/oferta/15km-pkp-super-okolica-ID4oPiC.html
dla dewelopera pod wielorodzinne lub szeregówkę,1 100 000 zł,,Pruszków,"979,71 m²",1122.78 zł/m²,https://www.otodom.pl/pl/oferta/dla-dewelopera-pod-wielorodzinne-lub-szeregowke-ID4oPBr.html
Sprzedam działkę budowlaną Gołąbek,156 250 zł,do negocjacji,Siedlce,1 250 m²,125 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-golabek-CID3-IDXwp2D.html
"Atrakcyjne , malownicze działki przy lesie .",59 900 zł,,Emilianów,1 290 m²,46.43 zł/m²,https://www.otodom.pl/pl/oferta/atrakcyjne-malownicze-dzialki-przy-lesie-ID4js8J.html
Działka budowlana Nowa Piasecznica - 50 minut PKP od W-wy Śródmieście,97 000 zł,do negocjacji,Sochaczew,1 086 m²,89.32 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-nowa-piasecznica-50-minut-pkp-od-w-wy-srodmiescie-CID3-IDXkHmX.html
Działki budowlane Konstantynów Łódzki,260 010 zł,,Konstantynów Łódzki,963 m²,270 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-konstantynow-lodzki-CID3-IDVUA9M.html
Działki budowlane super lokalizacja przy S19 przystępna cena,200 000 zł,do negocjacji,Turów,3 000 m²,66.67 zł/m²,https://www.olx.pl/d/oferta/dzialki-budowlane-super-lokalizacja-przy-s19-przystepna-cena-CID3-IDYpKBc.html
Działki Skrobów-Kolonia - Lubelskie - Lubartów,138 000 zł,,Skrobów-Kolonia,970 m²,142.27 zł/m²,https://www.otodom.pl/pl/oferta/dzialki-skrobow-kolonia-lubelskie-lubartow-ID4mrkJ.html
Działka budowlana Zawady,230 000 zł,do negocjacji,Zawady,2 184 m²,105.31 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-zawady-CID3-IDY6vXd.html
Sprzedam dzialke budowlana w Porzadziu,130 000 zł,,Porządzie,1 500 m²,86.67 zł/m²,https://www.otodom.pl/pl/oferta/sprzedam-dzialke-budowlana-w-porzadziu-ID4m3zS.html
Działka budowlana Suliszew koło Skierniewic,100 000 zł,,Suliszew,1 000 m²,100 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-suliszew-kolo-skierniewic-CID3-IDTNmMv.html
Działka budowlana,65 000 zł,do negocjacji,Gościmin Wielki,1 270 m²,51.18 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDS7Im6.html
Działka budowlana ul. Janiszewska Radom,229 000 zł,,Klwatka Szlachecka,881 m²,259.93 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-ul-janiszewska-radom-CID3-IDYcQQR.html
Działka budowlana,135 000 zł,,Długosiodło,1 900 m²,71.05 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-CID3-IDYdGly.html
Uzbrojona działka Szydłowo,115 800 zł,do negocjacji,Szydłowo,1 400 m²,82.71 zł/m²,https://www.olx.pl/d/oferta/uzbrojona-dzialka-szydlowo-CID3-IDW59et.html
"Działka, Płońsk",95 000 zł,,Płońsk,1 030 m²,92.23 zł/m²,https://www.otodom.pl/pl/oferta/-ID4lfvU.html
"Działka, Płońsk",95 000 zł,,Płońsk,1 052 m²,90.3 zł/m²,https://www.otodom.pl/pl/oferta/-ID4leB3.html
Działka budowlana Rypin ul Sadowa,90 000 zł,do negocjacji,Rypin,1 100 m²,81.82 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-rypin-ul-sadowa-CID3-IDKmtgC.html
"Działka, Krajęczyn",250 000 zł,,Krajęczyn,5 200 m²,48.08 zł/m²,https://www.otodom.pl/pl/oferta/-ID4oPqa.html
Działka budowlana Mława prestiżowa okolica,225 000 zł,do negocjacji,Mława,841 m²,267.54 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-mlawa-prestizowa-okolica-CID3-IDXCNUt.html
Sprzedam działki  Warka,143 500 zł,,Stara Warka,735 m²,195.24 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialki-warka-CID3-IDYfDoz.html
Działka budowlana Bełchatów os Ludwików -MEDIA-PEC,249 000 zł,,Bełchatów,1 100 m²,226.36 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-budowlana-belchatow-os-ludwikow-media-pec-ID4l2Mq.html
Konstancin centrum-działka przy Parku z pozwoleniem na budowę,515 000 zł,,Konstancin-Jeziorna,600 m²,858.33 zł/m²,https://www.olx.pl/d/oferta/konstancin-centrum-dzialka-przy-parku-z-pozwoleniem-na-budowe-CID3-IDPjtum.html
Działka 1000 m z indywidualnym projektem domu,299 000 zł,,Kopanka,997 m²,299.9 zł/m²,https://www.olx.pl/d/oferta/dzialka-1000-m-z-indywidualnym-projektem-domu-CID3-IDSAHF1.html
Sprzedam działkę budowlaną ---Józefów gmina Bełchatów,72 000 zł,,Józefów,1 353 m²,53.22 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-jozefow-gmina-belchatow-CID3-IDTBuH8.html
Działka budowlana 1742 m2 Sokołów Podlaski ul. Olszowa,175 000 zł,,Sokołów Podlaski,1 742 m²,100.46 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1742-m2-sokolow-podlaski-ul-olszowa-CID3-IDIkO3b.html
Sprzedam działkę budowlaną w Siedlcach,490 000 zł,,Siedlce,891 m²,549.94 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-siedlcach-CID3-IDYpT4m.html
Działka budowlana  Marki Struga 1947 m2,1 499 000 zł,do negocjacji,Marki,1 947 m²,769.9 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-marki-struga-1947-m2-CID3-IDOmF9t.html
Działka niezabudowana Piotrków Trybunalski,352 000 zł,,Piotrków Trybunalski,4 400 m²,80 zł/m²,https://www.olx.pl/d/oferta/dzialka-niezabudowana-piotrkow-trybunalski-CID3-IDWsR00.html
Sprzedam działkę Ciechanów,1 674 000 zł,do negocjacji,Ciechanów,18 600 m²,90 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-ciechanow-CID3-IDDbExh.html
Sprzedam działkę budowlaną w Nieświniu,98 000 zł,,Nieświń,888 m²,110.36 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-w-nieswiniu-CID3-IDYpQ4A.html
Działka Budowlana Adamów,125 000 zł,,Małczew,1 566 m²,79.82 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-adamow-CID3-IDPf6vj.html
"Działka budowlana obok Lasu Łagiewnickiego, BEZ POŚREDNIKA SPRZEDAM",799 000 zł,do negocjacji,"Łódź, Bałuty",1 323 m²,603.93 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-obok-lasu-lagiewnickiego-bez-posrednika-sprzedam-CID3-IDYm0lY.html
Gospodarstwo rolne/grunty rolne,1 790 136 zł,do negocjacji,Gozdy,298 356 m²,6 zł/m²,https://www.olx.pl/d/oferta/gospodarstwo-rolne-grunty-rolne-CID3-IDX87wL.html
Działka budowlano - rolna,155 000 zł,do negocjacji,Raciąż,4 756 m²,32.59 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlano-rolna-CID3-IDWDime.html
Sprzedam działkę budowlaną,163 000 zł,,Dębowica,1 110 m²,146.85 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-budowlana-CID3-IDT79Of.html
Działka budowlana w spokojnej okolicy,120 000 zł,do negocjacji,Helenów,6 300 m²,19.05 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-w-spokojnej-okolicy-CID3-IDYmaEH.html
Budynek z działką częściowo wykończony w środku woj.łódzkie,220 000 zł,do negocjacji,Nowostawy Dolne,534 m²,411.99 zł/m²,https://www.olx.pl/d/oferta/budynek-z-dzialka-czesciowo-wykonczony-w-srodku-woj-lodzkie-CID3-IDUe4a8.html
Sprzedam działkę rolno-budowlaną,290 000 zł,do negocjacji,Golędzin,19 500 m²,14.87 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-rolno-budowlana-CID3-IDWDDtJ.html
Działka rolno-budowlana,170 000 zł,do negocjacji,Ciepielów,2 711 m²,62.71 zł/m²,https://www.olx.pl/d/oferta/dzialka-rolno-budowlana-CID3-IDWvLgg.html
Działka pod Warszawą,390 000 zł,,Kąty Goździejewskie II,9 659 m²,40.38 zł/m²,https://www.otodom.pl/pl/oferta/dzialka-pod-warszawa-ID4oPrb.html
"Działka budowlana 1500 m2, Łódź Widzew ul. Brylantowa",547 500 zł,do negocjacji,"Łódź, Widzew",1 500 m²,365 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-1500-m2-lodz-widzew-ul-brylantowa-CID3-IDXO0WN.html
Szeroka działka budowlana 16arów ul.Góry Rynek 3km,299 000 zł,,Kazimierz Dolny,1 550 m²,192.9 zł/m²,https://www.otodom.pl/pl/oferta/szeroka-dzialka-budowlana-16arow-ul-gory-rynek-3km-ID4oPp5.html
sprzedam działkę 20 arów,68 000 zł,do negocjacji,Skrzynno,2 000 m²,34 zł/m²,https://www.olx.pl/d/oferta/sprzedam-dzialke-20-arow-CID3-IDW2CQv.html
Działka Budowlana na Sprzedaż! 1500m2,300 000 zł,do negocjacji,Stara Łomża przy Szosie,1 500 m²,200 zł/m²,https://www.olx.pl/d/oferta/dzialka-budowlana-na-sprzedaz-1500m2-CID3-IDU9Sv4.html
Duża działka budowlana ze stawem Łagiewniki pogranicze Zgierz / Łódź,540 000 zł,do negocjacji,Nowe Łagiewniki,2 947 m²,183.24 zł/m²,https://www.olx.pl/d/oferta/duza-dzialka-budowlana-ze-stawem-lagiewniki-pogranicze-zgierz-lodz-CID3-IDXd5oG.html
